framework,version,device,op_name,kernel_source,batch_size,isl,num_heads,gemm_type,mla_dtype,kv_cache_dtype,architecture,step,latency
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,2,1,64,float16,float16,float16,DeepseekV32ForCausalLM,63,1.304089
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,2,1,64,float16,float16,float16,DeepseekV32ForCausalLM,127,1.296914
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,2,1,64,float16,float16,float16,DeepseekV32ForCausalLM,255,1.303920
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,2,1,64,float16,float16,float16,DeepseekV32ForCausalLM,511,1.303228
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,2,1,64,float16,float16,float16,DeepseekV32ForCausalLM,1023,1.282684
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,2,1,64,float16,float16,float16,DeepseekV32ForCausalLM,2047,1.283506
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,2,1,64,float16,float16,float16,DeepseekV32ForCausalLM,4095,1.272493
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,2,1,64,float16,float16,float16,DeepseekV32ForCausalLM,8191,1.276384
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,2,1,64,float16,float16,float16,DeepseekV32ForCausalLM,16383,1.439364
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,2,1,64,float16,float16,float16,DeepseekV32ForCausalLM,32767,1.383351
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,2,1,64,float16,float16,float16,DeepseekV32ForCausalLM,65535,1.350416
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,2,1,64,float16,float16,float16,DeepseekV32ForCausalLM,131071,1.332864
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,4,1,64,float16,float16,float16,DeepseekV32ForCausalLM,1,1.333852
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,4,1,64,float16,float16,float16,DeepseekV32ForCausalLM,3,1.374588
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,4,1,64,float16,float16,float16,DeepseekV32ForCausalLM,7,1.287150
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,4,1,64,float16,float16,float16,DeepseekV32ForCausalLM,15,1.280711
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,4,1,64,float16,float16,float16,DeepseekV32ForCausalLM,31,1.211136
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,4,1,64,float16,float16,float16,DeepseekV32ForCausalLM,63,1.465925
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,4,1,64,float16,float16,float16,DeepseekV32ForCausalLM,127,1.409406
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,4,1,64,float16,float16,float16,DeepseekV32ForCausalLM,255,1.297854
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,4,1,64,float16,float16,float16,DeepseekV32ForCausalLM,511,1.270329
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,4,1,64,float16,float16,float16,DeepseekV32ForCausalLM,1023,1.290386
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,4,1,64,float16,float16,float16,DeepseekV32ForCausalLM,2047,1.247632
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,4,1,64,float16,float16,float16,DeepseekV32ForCausalLM,4095,1.257400
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,4,1,64,float16,float16,float16,DeepseekV32ForCausalLM,8191,1.230736
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,4,1,64,float16,float16,float16,DeepseekV32ForCausalLM,16383,1.228396
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,4,1,64,float16,float16,float16,DeepseekV32ForCausalLM,32767,1.214456
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,4,1,64,float16,float16,float16,DeepseekV32ForCausalLM,65535,1.205346
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,4,1,64,float16,float16,float16,DeepseekV32ForCausalLM,131071,1.230384
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,8,1,64,float16,float16,float16,DeepseekV32ForCausalLM,1,1.236463
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,8,1,64,float16,float16,float16,DeepseekV32ForCausalLM,3,1.419804
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,8,1,64,float16,float16,float16,DeepseekV32ForCausalLM,7,1.397175
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,8,1,64,float16,float16,float16,DeepseekV32ForCausalLM,15,1.326356
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,8,1,64,float16,float16,float16,DeepseekV32ForCausalLM,31,1.309798
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,8,1,64,float16,float16,float16,DeepseekV32ForCausalLM,63,1.310046
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,8,1,64,float16,float16,float16,DeepseekV32ForCausalLM,127,1.410378
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,8,1,64,float16,float16,float16,DeepseekV32ForCausalLM,255,1.417430
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,8,1,64,float16,float16,float16,DeepseekV32ForCausalLM,511,1.349542
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,8,1,64,float16,float16,float16,DeepseekV32ForCausalLM,1023,1.374778
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,8,1,64,float16,float16,float16,DeepseekV32ForCausalLM,2047,1.335896
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,8,1,64,float16,float16,float16,DeepseekV32ForCausalLM,4095,1.325744
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,8,1,64,float16,float16,float16,DeepseekV32ForCausalLM,8191,1.332812
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,8,1,64,float16,float16,float16,DeepseekV32ForCausalLM,16383,1.417368
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,8,1,64,float16,float16,float16,DeepseekV32ForCausalLM,32767,1.364942
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,8,1,64,float16,float16,float16,DeepseekV32ForCausalLM,65535,1.312915
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,8,1,64,float16,float16,float16,DeepseekV32ForCausalLM,131071,1.377332
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,16,1,64,float16,float16,float16,DeepseekV32ForCausalLM,1,1.344742
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,16,1,64,float16,float16,float16,DeepseekV32ForCausalLM,3,1.401018
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,16,1,64,float16,float16,float16,DeepseekV32ForCausalLM,7,1.285612
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,16,1,64,float16,float16,float16,DeepseekV32ForCausalLM,15,1.260650
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,16,1,64,float16,float16,float16,DeepseekV32ForCausalLM,31,1.274824
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,16,1,64,float16,float16,float16,DeepseekV32ForCausalLM,63,1.308083
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,16,1,64,float16,float16,float16,DeepseekV32ForCausalLM,127,1.270972
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,16,1,64,float16,float16,float16,DeepseekV32ForCausalLM,255,1.259386
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,16,1,64,float16,float16,float16,DeepseekV32ForCausalLM,511,1.252386
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,16,1,64,float16,float16,float16,DeepseekV32ForCausalLM,1023,1.257778
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,16,1,64,float16,float16,float16,DeepseekV32ForCausalLM,2047,1.270124
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,16,1,64,float16,float16,float16,DeepseekV32ForCausalLM,4095,1.219995
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,16,1,64,float16,float16,float16,DeepseekV32ForCausalLM,8191,1.374974
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,16,1,64,float16,float16,float16,DeepseekV32ForCausalLM,16383,1.353236
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,16,1,64,float16,float16,float16,DeepseekV32ForCausalLM,32767,1.294945
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,16,1,64,float16,float16,float16,DeepseekV32ForCausalLM,65535,1.327725
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,16,1,64,float16,float16,float16,DeepseekV32ForCausalLM,131071,1.307379
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,32,1,64,float16,float16,float16,DeepseekV32ForCausalLM,1,1.290335
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,32,1,64,float16,float16,float16,DeepseekV32ForCausalLM,3,1.282221
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,32,1,64,float16,float16,float16,DeepseekV32ForCausalLM,7,1.327603
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,32,1,64,float16,float16,float16,DeepseekV32ForCausalLM,15,1.307428
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,32,1,64,float16,float16,float16,DeepseekV32ForCausalLM,31,1.347051
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,32,1,64,float16,float16,float16,DeepseekV32ForCausalLM,63,1.308182
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,32,1,64,float16,float16,float16,DeepseekV32ForCausalLM,127,1.272564
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,32,1,64,float16,float16,float16,DeepseekV32ForCausalLM,255,1.280387
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,32,1,64,float16,float16,float16,DeepseekV32ForCausalLM,511,1.365442
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,32,1,64,float16,float16,float16,DeepseekV32ForCausalLM,1023,1.331343
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,32,1,64,float16,float16,float16,DeepseekV32ForCausalLM,2047,1.283136
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,32,1,64,float16,float16,float16,DeepseekV32ForCausalLM,4095,1.288906
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,32,1,64,float16,float16,float16,DeepseekV32ForCausalLM,8191,1.287142
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,32,1,64,float16,float16,float16,DeepseekV32ForCausalLM,16383,1.260356
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,32,1,64,float16,float16,float16,DeepseekV32ForCausalLM,32767,1.290804
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,32,1,64,float16,float16,float16,DeepseekV32ForCausalLM,65535,1.271012
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,32,1,64,float16,float16,float16,DeepseekV32ForCausalLM,131071,1.610782
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,64,1,64,float16,float16,float16,DeepseekV32ForCausalLM,1,1.377317
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,64,1,64,float16,float16,float16,DeepseekV32ForCausalLM,3,1.182021
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,64,1,64,float16,float16,float16,DeepseekV32ForCausalLM,7,1.272026
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,64,1,64,float16,float16,float16,DeepseekV32ForCausalLM,15,1.203010
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,64,1,64,float16,float16,float16,DeepseekV32ForCausalLM,31,1.224859
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,64,1,64,float16,float16,float16,DeepseekV32ForCausalLM,63,1.224188
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,64,1,64,float16,float16,float16,DeepseekV32ForCausalLM,127,1.222756
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,64,1,64,float16,float16,float16,DeepseekV32ForCausalLM,255,1.186711
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,64,1,64,float16,float16,float16,DeepseekV32ForCausalLM,511,1.163925
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,64,1,64,float16,float16,float16,DeepseekV32ForCausalLM,1023,1.176185
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,64,1,64,float16,float16,float16,DeepseekV32ForCausalLM,2047,1.184768
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,64,1,64,float16,float16,float16,DeepseekV32ForCausalLM,4095,1.196130
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,64,1,64,float16,float16,float16,DeepseekV32ForCausalLM,8191,1.207284
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,64,1,64,float16,float16,float16,DeepseekV32ForCausalLM,16383,1.354469
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,64,1,64,float16,float16,float16,DeepseekV32ForCausalLM,32767,1.330069
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,64,1,64,float16,float16,float16,DeepseekV32ForCausalLM,65535,1.750312
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,64,1,64,float16,float16,float16,DeepseekV32ForCausalLM,131071,2.551070
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,128,1,64,float16,float16,float16,DeepseekV32ForCausalLM,1,1.252595
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,128,1,64,float16,float16,float16,DeepseekV32ForCausalLM,3,1.147468
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,128,1,64,float16,float16,float16,DeepseekV32ForCausalLM,7,1.161516
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,128,1,64,float16,float16,float16,DeepseekV32ForCausalLM,15,1.167558
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,128,1,64,float16,float16,float16,DeepseekV32ForCausalLM,31,1.191716
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,128,1,64,float16,float16,float16,DeepseekV32ForCausalLM,63,1.344027
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,128,1,64,float16,float16,float16,DeepseekV32ForCausalLM,127,1.341861
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,128,1,64,float16,float16,float16,DeepseekV32ForCausalLM,255,1.330959
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,128,1,64,float16,float16,float16,DeepseekV32ForCausalLM,511,1.323459
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,128,1,64,float16,float16,float16,DeepseekV32ForCausalLM,1023,1.286728
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,128,1,64,float16,float16,float16,DeepseekV32ForCausalLM,2047,1.278356
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,128,1,64,float16,float16,float16,DeepseekV32ForCausalLM,4095,1.311662
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,128,1,64,float16,float16,float16,DeepseekV32ForCausalLM,8191,1.503248
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,128,1,64,float16,float16,float16,DeepseekV32ForCausalLM,16383,1.715772
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,128,1,64,float16,float16,float16,DeepseekV32ForCausalLM,32767,2.118135
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,128,1,64,float16,float16,float16,DeepseekV32ForCausalLM,65535,2.871198
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,128,1,64,float16,float16,float16,DeepseekV32ForCausalLM,131071,4.494762
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,256,1,64,float16,float16,float16,DeepseekV32ForCausalLM,1,1.199775
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,256,1,64,float16,float16,float16,DeepseekV32ForCausalLM,3,1.302131
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,256,1,64,float16,float16,float16,DeepseekV32ForCausalLM,7,1.331614
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,256,1,64,float16,float16,float16,DeepseekV32ForCausalLM,15,1.400000
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,256,1,64,float16,float16,float16,DeepseekV32ForCausalLM,31,1.391535
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,256,1,64,float16,float16,float16,DeepseekV32ForCausalLM,63,1.377952
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,256,1,64,float16,float16,float16,DeepseekV32ForCausalLM,127,1.363443
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,256,1,64,float16,float16,float16,DeepseekV32ForCausalLM,255,1.338814
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,256,1,64,float16,float16,float16,DeepseekV32ForCausalLM,511,1.335065
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,256,1,64,float16,float16,float16,DeepseekV32ForCausalLM,1023,1.550132
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,256,1,64,float16,float16,float16,DeepseekV32ForCausalLM,2047,1.983378
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,256,1,64,float16,float16,float16,DeepseekV32ForCausalLM,4095,2.105167
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,256,1,64,float16,float16,float16,DeepseekV32ForCausalLM,8191,2.353115
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,256,1,64,float16,float16,float16,DeepseekV32ForCausalLM,16383,2.777734
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,256,1,64,float16,float16,float16,DeepseekV32ForCausalLM,32767,3.606969
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,256,1,64,float16,float16,float16,DeepseekV32ForCausalLM,65535,5.217939
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,512,1,64,float16,float16,float16,DeepseekV32ForCausalLM,1,1.695657
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,512,1,64,float16,float16,float16,DeepseekV32ForCausalLM,3,1.691974
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,512,1,64,float16,float16,float16,DeepseekV32ForCausalLM,7,1.711354
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,512,1,64,float16,float16,float16,DeepseekV32ForCausalLM,15,1.715265
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,512,1,64,float16,float16,float16,DeepseekV32ForCausalLM,31,1.680932
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,512,1,64,float16,float16,float16,DeepseekV32ForCausalLM,63,1.679536
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,512,1,64,float16,float16,float16,DeepseekV32ForCausalLM,127,1.714201
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,512,1,64,float16,float16,float16,DeepseekV32ForCausalLM,255,1.831340
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,512,1,64,float16,float16,float16,DeepseekV32ForCausalLM,511,2.092580
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,512,1,64,float16,float16,float16,DeepseekV32ForCausalLM,1023,2.581013
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,512,1,64,float16,float16,float16,DeepseekV32ForCausalLM,2047,3.466632
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,512,1,64,float16,float16,float16,DeepseekV32ForCausalLM,4095,3.737702
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,512,1,64,float16,float16,float16,DeepseekV32ForCausalLM,8191,4.547481
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,512,1,64,float16,float16,float16,DeepseekV32ForCausalLM,16383,5.060021
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,512,1,64,float16,float16,float16,DeepseekV32ForCausalLM,32767,6.667742
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,1024,1,64,float16,float16,float16,DeepseekV32ForCausalLM,1,2.764715
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,1024,1,64,float16,float16,float16,DeepseekV32ForCausalLM,3,2.753109
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,1024,1,64,float16,float16,float16,DeepseekV32ForCausalLM,7,2.739706
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,1024,1,64,float16,float16,float16,DeepseekV32ForCausalLM,15,2.719968
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,1024,1,64,float16,float16,float16,DeepseekV32ForCausalLM,31,2.790515
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,1024,1,64,float16,float16,float16,DeepseekV32ForCausalLM,63,2.838665
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,1024,1,64,float16,float16,float16,DeepseekV32ForCausalLM,127,2.884268
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,1024,1,64,float16,float16,float16,DeepseekV32ForCausalLM,255,3.138348
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,1024,1,64,float16,float16,float16,DeepseekV32ForCausalLM,511,3.568455
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,1024,1,64,float16,float16,float16,DeepseekV32ForCausalLM,1023,4.419592
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,1024,1,64,float16,float16,float16,DeepseekV32ForCausalLM,2047,6.117853
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,1024,1,64,float16,float16,float16,DeepseekV32ForCausalLM,4095,6.608518
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,1024,1,64,float16,float16,float16,DeepseekV32ForCausalLM,8191,7.631903
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,1024,1,64,float16,float16,float16,DeepseekV32ForCausalLM,16383,9.246354
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,1,1,16,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,1,0.232415
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,1,1,16,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,3,0.231666
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,1,1,16,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,7,0.237443
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,1,1,16,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,15,0.233122
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,1,1,16,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,31,0.232357
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,1,1,16,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,63,0.235768
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,1,1,16,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,127,0.237569
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,1,1,16,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,255,0.247846
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,1,1,16,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,511,0.259079
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,1,1,16,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,1023,0.275479
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,1,1,16,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,2047,0.300646
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,1,1,16,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,4095,0.305410
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,1,1,16,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,8191,0.307612
vllm-ascend,0.18.0,Ascend 910B,dsa_generation_module,vllm_ascend_mla,1,1,16,w8a8_dynamic,float16,float16,DeepseekV32ForCausalLM,16383,0.317542
